"NOMS";"PRENOMS";"PHOTOS";"NATIONALITE";"Temps_L1";"Temps_L2";"Temps_N1";"Temps_N2";"Temps_N3";"Temps_Coupe_France";"Temps_Etranger_Jeunes";"Cartons_jaunes";"Dont_Second_jaunes";"Cartons_rouges";"Agent";"Valeur_Marchande";"URL_Profil";"Date_Naissance";"Position_Principale";"Forme_A";"Pied_Fort";"Taille";"Club_actuel";"Photo_Club";"Pays_Club_actuel";"Titu_25_26";"Nombre_Matchs_Equipe_25_26";"Pourcentage_titu_25_26";"Buts_25_26";"Passes_25_26";"Division_25_26";"Groupes_25_26";"Pays_25_26";"Titu_24_25";"Nombre_Matchs_Equipe_24_25";"Pourcentage_titu_24_25";"Buts_24_25";"Passes_24_25";"Division_24_25";"Groupes_24_25";"Pays_24_25";"Titu_23_24";"Nombre_Matchs_Equipe_23_24";"Pourcentage_titu_23_24";"Buts_23_24";"Passes_23_24";"Division_23_24";"Groupes_23_24";"Pays_23_24";"Titu_22_23";"Nombre_Matchs_Equipe_22_23";"Pourcentage_titu_22_23";"Buts_22_23";"Passes_22_23";"Division_22_23";"Groupes_22_23";"Pays_22_23";"Fin_contrat"
"Naidon";"Pierre";"https://img.a.transfermarkt.technology/portrait/header/1160774-1766057401.png?lm=1";"";0;0;0;87;0;300;1277;1;0;0;NA;"";"https://www.transfermarkt.fr/pierre-naidon/profil/spieler/1160774";"15 févr. 2004 (22)";" / ";"Football Club 93 Bobigny";"";"";"FC Chauray";"https://tmssl.akamaized.net//images/wappen/normquad/26856.png?lm=1765920278";"France";1;31;0,03;0;0;"N2";"A";"France";3;3;1;0;0;"Division étrangère";"";"France";0;0;0;0;0;"";"";"";8;25;0,32;1;0;"U19 NAT";"B";"France";""
"Hoekstra";"Jan";"https://img.a.transfermarkt.technology/portrait/header/409346-1567019544.jpg?lm=1";"Pays-Bas";0;0;0;2205;0;0;14960;8;0;0;"Iconics Management";"";"https://www.transfermarkt.fr/jan-hoekstra/profil/spieler/409346";"4 août 1998 (27)";" / ";"FC Groningen";"";"2,00 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";25;35;0,71;0;0;"N2";"A";"France";6;39;0,15;0;0;"L2";"";"Pays-Bas";25;43;0,58;0;0;"L2";"";"Étranger";8;37;0,22;0;0;"L2";"";"Pays-Bas";""
"Diabaté";"Lassana";"https://img.a.transfermarkt.technology/portrait/header/1001797-1700574418.jpg?lm=1";"France";0;1350;0;3195;1890;1170;2515;6;0;0;"EVEREST Corp.";"";"https://www.transfermarkt.fr/lassana-diabate/profil/spieler/1001797";"21 août 2003 (22)";" / ";"Valenciennes FC";"";"1,83 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";10;35;0,29;0;0;"N2";"A";"France";34;36;0,94;1;0;"N2";"B";"France";12;47;0,26;0;0;"L2";"";"France";22;67;0,33;0;0;"N3";"HF";"France";""
"Droehnlé";"Ruben";"https://img.a.transfermarkt.technology/portrait/header/324799-1605124346.jpg?lm=1";"France";0;59;0;8950;1843;405;8686;37;2;1;"Libera Sports";"";"https://www.transfermarkt.fr/ruben-droehnle/profil/spieler/324799";"11 juil. 1998 (27)";"Défenseur central / Arrière gauche";"LOSC Lille";"";"1,83 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";34;35;0,97;1;1;"N2";"A";"France";29;31;0,94;1;2;"L2";"";"Belgique";18;32;0,56;1;1;"L2";"";"Belgique";24;33;0,73;1;1;"Division étrangère";"";"Belgique";""
"Cissé";"Nadjib";"https://img.a.transfermarkt.technology/portrait/header/922496-1669737109.jpg?lm=1";"Mali";0;2913;1931;0;1557;620;0;16;2;1;"GTS Management";"";"https://www.transfermarkt.fr/nadjib-cisse/profil/spieler/922496";"22 déc. 2000 (25)";"Défenseur central / Arrière droit";"Afrique Football Élite";"";"1,85 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";0;14;0;0;0;"N2";"A";"France";25;33;0,76;0;0;"N1/L3";"";"France";20;35;0,57;0;0;"L2";"";"France";18;37;0,49;1;0;"L2";"";"France";""
"Touré";"Almamy";"https://img.a.transfermarkt.technology/portrait/header/216181-1723100371.jpg?lm=1";"Mali";3770;0;0;2787;0;698;8476;19;0;1;NA;"";"https://www.transfermarkt.fr/almamy-toure/profil/spieler/216181";"28 avr. 1996 (30)";"Défenseur central / Arrière droit";"AS Monaco";"";"1,81 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";0;16;0;1;0;"N2";"A";"France";6;22;0,27;0;0;"L2";"";"Allemagne";13;25;0,52;2;3;"Division étrangère";"";"Étranger";7;34;0,21;0;1;"Division étrangère";"";"Étranger";""
"Grillot";"Jean";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;2;0;4441;2205;665;1775;24;0;0;"Trivela SM";"";"https://www.transfermarkt.fr/jean-grillot/profil/spieler/1119868";"20 nov. 2005 (20)";"Défenseur central / Milieu défensif";"Girondins de Bordeaux";"";"1,81 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";32;35;0,91;1;1;"N2";"A";"France";25;36;0,69;0;1;"N2";"B";"France";25;50;0,5;0;0;"N3";"NA";"France";17;27;0,63;1;0;"N3";"NA";"France";""
"Trichard";"Driss";"https://img.a.transfermarkt.technology/portrait/header/290595-1705097825.jpg?lm=1";"France";95;3371;1657;10242;3475;1340;88;44;1;3;"EVEREST Corp.";"";"https://www.transfermarkt.fr/driss-trichard/profil/spieler/290595";"27 mars 1995 (31)";"Arrière gauche / Milieu gauche";"FC Toulouse";"";"1,78 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";33;35;0,94;1;7;"N2";"A";"France";24;35;0,69;0;3;"N2";"B";"France";6;42;0,14;0;0;"L2";"";"France";21;39;0,54;0;1;"N1/L3";"";"France";""
"Jousselin";"Léo";"https://img.a.transfermarkt.technology/portrait/header/855142-1669138369.jpg?lm=1";"France";0;0;0;2612;949;583;4005;8;0;1;NA;"";"https://www.transfermarkt.fr/leo-jousselin/profil/spieler/855142";"2 janv. 2002 (24)";"Arrière droit / Milieu droit";"FC Nantes";"";"";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";7;35;0,2;0;0;"N2";"A";"France";32;36;0,89;0;1;"L1";"";"Luxembourg";11;65;0,17;0;0;"L1";"";"France";23;32;0,72;1;3;"N2";"D";"France";""
"El";"Oualid";"https://img.a.transfermarkt.technology/portrait/header/283127-1523371247.jpg?lm=1";"Maroc";4206;9693;4364;1725;967;1439;672;42;1;3;"JFC SPORT";"";"https://www.transfermarkt.fr/oualid-el-hajjam/profil/spieler/283127";"19 févr. 1991 (35)";"Arrière droit / Défenseur central";"Le Mans FC";"";"1,81 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";24;34;0,71;0;2;"N2";"A";"France";0;35;0;0;0;"L1";"";"France";7;36;0,19;0;1;"L1";"";"France";36;39;0,92;1;1;"L2";"";"France";""
"Ba";"Abou";"https://img.a.transfermarkt.technology/portrait/header/427653-1632460295.jpg?lm=1";"France";0;3311;972;2214;3294;375;4616;59;2;0;"XPERTISE SPORT";"";"https://www.transfermarkt.fr/abou-ba/profil/spieler/427653";"29 juil. 1998 (27)";"Milieu défensif / Milieu central";"AS Nancy-Lorraine";"";"1,83 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";24;35;0,69;2;2;"N2";"A";"France";9;17;0,53;0;0;"N1/L3";"";"France";2;7;0,29;0;0;"N1/L3";"";"France";11;16;0,69;1;0;"L1";"";"Belgique";""
"Diop";"Adama";"https://img.a.transfermarkt.technology/portrait/header/806292-1692873013.png?lm=1";"Mauritanie";0;0;714;3872;0;620;237;8;0;0;"One Dream";"";"https://www.transfermarkt.fr/adama-diop/profil/spieler/806292";"7 oct. 2002 (23)";"Milieu défensif / Milieu central";"SO Cholet";"";"1,81 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";23;35;0,66;0;0;"N2";"A";"France";26;30;0,87;4;4;"N2";"A";"France";0;37;0;0;1;"N1/L3";"";"France";5;37;0,14;0;0;"N1/L3";"";"France";""
"Diagouraga";"Tidyane";"https://img.a.transfermarkt.technology/portrait/header/1063609-1741190678.jpg?lm=1";"France";0;570;0;1301;3162;671;1980;22;0;1;"BLACKSKILL";"";"https://www.transfermarkt.fr/tidyane-diagouraga/profil/spieler/1063609";"14 févr. 2003 (23)";"Milieu défensif / Milieu central";"Valenciennes FC";"";"1,80 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";20;28;0,71;4;3;"N2";"A";"France";15;37;0,41;1;0;"L2";"";"France";10;55;0,18;1;0;"L2";"";"France";15;26;0,58;1;1;"N3";"HF";"France";""
"Odru";"Guillaume";"https://img.a.transfermarkt.technology/portrait/header/660741-1638915446.png?lm=1";"France";0;0;0;11213;1829;793;1093;37;0;1;NA;"";"https://www.transfermarkt.fr/guillaume-odru/profil/spieler/660741";"29 mai 1997 (28)";"Milieu central / Milieu défensif";"FC Annecy";"";"1,78 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";25;35;0,71;3;1;"N2";"A";"France";15;18;0,83;0;2;"N2";"A";"France";24;26;0,92;3;0;"N2";"B";"France";10;30;0,33;1;1;"N2";"D";"France";""
"Bahassa";"Soufiane";"https://img.a.transfermarkt.technology/portrait/header/610207-1757923740.jpg?lm=1";"France";0;0;0;4524;3855;1077;47;22;1;1;"WMSC";"";"https://www.transfermarkt.fr/soufiane-bahassa/profil/spieler/610207";"8 juil. 1994 (31)";"Milieu gauche / Ailier gauche";"";"";"1,77 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";14;35;0,4;1;6;"N2";"A";"France";21;37;0,57;4;7;"N2";"B";"France";24;30;0,8;6;9;"N2";"B";"France";21;26;0,81;5;5;"N3";"NA";"France";""
"Mannai";"Faissal";"https://img.a.transfermarkt.technology/portrait/header/407156-1601303320.png?lm=1";"Tunisie";0;0;4038;1281;0;451;2240;24;0;1;NA;"";"https://www.transfermarkt.fr/faissal-mannai/profil/spieler/407156";"3 févr. 1996 (30)";"Milieu offensif / Ailier gauche";"La Mellinet";"";"1,80 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";5;35;0,14;1;3;"N2";"A";"France";0;17;0;0;0;"L1";"";"Étranger";20;27;0,74;2;8;"Division étrangère";"";"Étranger";20;37;0,54;1;5;"N1/L3";"";"France";""
"Shamal";"Steve";"https://img.a.transfermarkt.technology/portrait/header/345225-1692052176.png?lm=1";"France";0;3590;3960;6862;0;1233;48;10;0;0;"WMSC";"";"https://www.transfermarkt.fr/steve-shamal/profil/spieler/345225";"22 févr. 1996 (30)";"Ailier gauche / Ailier droit";"FC Girondins de Bordeaux";"";"1,82 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";24;35;0,69;5;11;"N2";"A";"France";1;35;0,03;0;0;"L2";"";"France";6;38;0,16;2;2;"L2";"";"Étranger";26;40;0,65;4;9;"L2";"";"France";""
"Arné";"Pierre-Bertrand";"https://img.a.transfermarkt.technology/portrait/header/960610-1765920925.png?lm=1";"Saint-Martin (FR)";0;0;0;1825;7725;207;616;12;0;1;"Alliance Soccer ...";"";"https://www.transfermarkt.fr/pierre-bertrand-arne/profil/spieler/960610";"30 sept. 2000 (25)";"Ailier gauche / Avant-centre";"US Castanéenne";"";"1,89 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";20;32;0,62;3;3;"N2";"A";"France";27;32;0,84;14;3;"N3";"NO";"France";25;33;0,76;10;0;"Division étrangère";"";"Saint-Martin (FR)";24;32;0,75;9;1;"N3";"OC";"France";""
"Openda";"Royce";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"Gabon";15;0;0;5570;0;232;366;11;0;1;"Alliance Soccer ...";"";"https://www.transfermarkt.fr/royce-openda/profil/spieler/934838";"21 avr. 2002 (24)";"Ailier droit / Milieu droit";"AS Pélican";"";"1,64 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";28;37;0,76;15;7;"N2";"A";"France";9;34;0,26;4;1;"Division étrangère";"";"Étranger";21;45;0,47;2;0;"L2";"";"Étranger";11;16;0,69;1;2;"N2";"D";"France";""
"Etonde";"Ludéric";"https://img.a.transfermarkt.technology/portrait/header/750502-1681215606.jpg?lm=1";"France";0;126;1909;4554;1492;729;0;13;1;2;"Alliance Soccer ...";"";"https://www.transfermarkt.fr/luderic-etonde/profil/spieler/750502";"30 août 2000 (25)";" / ";"FC Metz";"";"1,90 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";29;35;0,83;10;1;"N2";"A";"France";16;20;0,8;6;4;"N2";"B";"France";17;32;0,53;4;1;"N2";"C";"France";16;38;0,42;5;1;"N1/L3";"";"France";""
"Merdji";"Yanis";"https://img.a.transfermarkt.technology/portrait/header/480454-1697213841.jpg?lm=1";"France";0;9617;0;1767;480;1158;319;22;0;0;"E CASTAGNINO";"";"https://www.transfermarkt.fr/yanis-merdji/profil/spieler/480454";"29 oct. 1993 (32)";"Avant-centre / Ailier gauche";"Andrézieux-Bouthéon FC";"";"1,72 m";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";0;35;0;0;0;"N2";"A";"France";23;35;0,66;12;1;"N2";"B";"France";7;36;0,19;3;1;"L2";"";"France";17;43;0,4;2;1;"L2";"";"France";""
"Villette";"Matthieu";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;4230;6669;706;0;11;0;0;"Stéphane Canard";"";"https://www.transfermarkt.fr/matthieu-villette/profil/spieler/804631";"20 oct. 2000 (25)";"Avant-centre / Deuxième attaquant";"Chartres Horizon";"";"";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";18;35;0,51;13;2;"N2";"A";"France";26;35;0,74;20;1;"N2";"B";"France";27;27;1;19;0;"N3";"VL";"France";20;45;0,44;10;3;"N2";"A";"France";""
"Rizaldos";"Luigi";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;201;0;25;1685;3;0;0;NA;"";"https://www.transfermarkt.fr/luigi-rizaldos/profil/spieler/1166138";"1 août 2005 (20)";" / ";"";"";"";"G. Bordeaux";"https://tmssl.akamaized.net//images/wappen/normquad/40.png?lm=1627322046";"France";1;35;0,03;0;0;"N2";"A";"France";0;0;0;0;0;"";"";"";13;22;0,59;6;0;"U19 NAT";"C";"France";2;28;0,07;6;0;"U19 NAT";"C";"France";""
"Ahamada";"Imbad";"https://img.a.transfermarkt.technology/portrait/header/203469-1655921699.png?lm=1";"France";0;0;2430;11610;5857;1050;0;4;0;1;NA;"";"https://www.transfermarkt.fr/imbad-ahamada/profil/spieler/203469";"3 mai 1994 (32)";" / ";"Stade Rennais FC";"";"1,80 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";31;32;0,97;0;0;"N2";"A";"France";32;35;0,91;0;0;"N2";"B";"France";26;26;1;0;0;"N2";"B";"France";21;26;0,81;0;0;"N3";"PL";"France";""
"Raux";"Jules";"https://img.a.transfermarkt.technology/portrait/header/707245-1742298485.png?lm=1";"France";0;0;540;90;1710;540;2250;1;0;0;NA;"";"https://www.transfermarkt.fr/jules-raux/profil/spieler/707245";"29 août 2003 (22)";" / ";"";"";"1,89 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";1;32;0,03;0;0;"N2";"A";"France";9;36;0,25;0;0;"N1/L3";"";"France";3;36;0,08;0;0;"N1/L3";"";"France";11;26;0,42;0;0;"N3";"HF";"France";""
"Behlow";"Jean-Charles";"https://img.a.transfermarkt.technology/portrait/header/281606-1655921800.png?lm=1";"France";0;0;0;13849;3467;1110;0;35;4;0;NA;"";"https://www.transfermarkt.fr/jean-charles-behlow/profil/spieler/281606";"22 avr. 1993 (33)";" / ";"Chamois Niortais FC";"";"1,85 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";9;32;0,28;1;0;"N2";"A";"France";12;30;0,4;0;0;"N2";"A";"France";15;26;0,58;0;0;"N2";"B";"France";17;26;0,65;1;0;"N3";"PL";"France";""
"Valentim";"Enzo";"https://img.a.transfermarkt.technology/portrait/header/502511-1764936852.jpg?lm=1";"France";0;180;2826;9878;1315;143;360;22;0;1;"DK SPORT CONSEIL";"";"https://www.transfermarkt.fr/enzo-valentim/profil/spieler/502511";"11 sept. 2000 (25)";"Défenseur central / Milieu défensif";"Tours FC";"";"1,88 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";26;34;0,76;0;3;"N2";"A";"France";22;34;0,65;0;1;"N1/L3";"";"France";23;26;0,88;3;1;"N2";"D";"France";22;30;0,73;0;0;"N2";"B";"France";""
"Allemand";"Thomas";"https://img.a.transfermarkt.technology/portrait/header/525129-1639237233.jpg?lm=1";"Talents";0;0;0;8814;9758;810;90;27;0;1;"Talents";"";"https://www.transfermarkt.fr/thomas-allemand/profil/spieler/525129";"23 août 1998 (27)";" / ";"Chamois Niortais FC";"";"1,92 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";31;32;0,97;3;0;"N2";"A";"France";28;35;0,8;2;0;"N2";"B";"France";25;26;0,96;7;0;"N2";"B";"France";25;26;0,96;5;0;"N3";"PL";"France";""
"Mahop";"Moïse";"https://img.a.transfermarkt.technology/portrait/header/698222-1742999797.jpg?lm=1";"Cameroun";0;1762;681;6231;0;652;777;17;0;0;"THE·TEAM";"";"https://www.transfermarkt.fr/moise-mahop/profil/spieler/698222";"14 mars 2000 (26)";"Arrière gauche / Milieu gauche";"";"";"1,82 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";28;31;0,9;4;5;"N2";"A";"France";9;36;0,25;0;0;"N1/L3";"";"France";22;31;0,71;0;1;"L2";"";"France";20;30;0,67;2;2;"N2";"B";"France";""
"Jacob";"Matthieu";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;4794;403;553;270;5;1;0;NA;"";"https://www.transfermarkt.fr/matthieu-jacob/profil/spieler/1027222";"15 juil. 2000 (25)";"Arrière gauche / Milieu gauche";"Stade Rennais FC";"";"1,74 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";13;32;0,41;2;1;"N2";"A";"France";26;35;0,74;1;2;"N2";"B";"France";4;26;0,15;1;0;"N2";"B";"France";17;33;0,52;1;0;"N2";"A";"France";""
"Buaillon";"Jason";"https://img.a.transfermarkt.technology/portrait/header/127088-1609877707.png?lm=1";"France";0;3042;6886;12321;2240;1246;449;36;3;3;"BESTWAY SOCCER ...";"";"https://www.transfermarkt.fr/jason-buaillon/profil/spieler/127088";"5 oct. 1991 (34)";"Milieu défensif / Arrière gauche";"";"";"1,75 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";29;32;0,91;1;5;"N2";"A";"France";28;35;0,8;1;3;"N2";"B";"France";21;26;0,81;0;4;"N2";"B";"France";21;26;0,81;0;3;"N3";"PL";"France";""
"Beaulieu";"Jonathan";"https://img.a.transfermarkt.technology/portrait/header/s_170982_1162_2012_1.jpg?lm=1";"France";0;2582;3499;10138;6524;1831;100;51;0;0;"JL Sport Consulting";"";"https://www.transfermarkt.fr/jonathan-beaulieu/profil/spieler/170982";"11 mars 1993 (33)";"Milieu défensif / Milieu central";"";"";"1,80 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";20;32;0,62;0;1;"N2";"A";"France";30;35;0,86;1;0;"N2";"B";"France";19;26;0,73;0;0;"N3";"IF";"France";14;16;0,88;1;0;"N2";"B";"France";""
"Violleau";"Gatien";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;263;0;24;0;1;0;1;NA;"";"https://www.transfermarkt.fr/gatien-violleau/profil/spieler/1356182";"28 août 2003 (22)";"Milieu défensif / Défenseur central";"";"";"";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";2;32;0,06;0;0;"N2";"A";"France";0;18;0;0;0;"N2";"B";"France";0;0;0;0;0;"";"";"";0;0;0;0;0;"";"";"";""
"Heraud";"Alex";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"";0;0;0;0;3585;135;0;8;0;0;"CABINET OLYMPI.NET";"";"https://www.transfermarkt.fr/alex-heraud/profil/spieler/972060";"5 sept. 2002 (23)";"Milieu central / Milieu défensif";"";"";"1,84 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";0;31;0;0;0;"N2";"A";"France";6;26;0,23;0;1;"N3";"NA";"France";22;29;0,76;0;0;"N3";"PL";"France";14;26;0,54;1;0;"N3";"PL";"France";""
"Vrignon";"Matys";"https://img.a.transfermarkt.technology/portrait/header/972129-1655927456.png?lm=1";"";0;0;0;3267;1802;322;0;10;1;1;NA;"";"https://www.transfermarkt.fr/matys-vrignon/profil/spieler/972129";"24 juil. 2003 (22)";"Milieu central / Milieu offensif";"La Roche VF";"";"";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";13;32;0,41;2;0;"N2";"A";"France";21;35;0,6;3;1;"N2";"B";"France";5;26;0,19;3;0;"N2";"B";"France";10;26;0,38;1;2;"N3";"PL";"France";""
"Morel";"Evan";"https://img.a.transfermarkt.technology/portrait/header/795945-1741297089.jpg?lm=1";"France";0;0;0;1837;5423;405;859;15;0;1;"WORLD FOOTBALL ...";"";"https://www.transfermarkt.fr/evan-morel/profil/spieler/795945";"6 avr. 2002 (24)";"Milieu central / Milieu défensif";"Paris FC";"";"1,88 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";23;32;0,72;6;6;"N2";"A";"France";27;29;0,93;7;6;"N3";"NO";"France";19;26;0,73;0;0;"N3";"GE";"France";10;27;0,37;4;0;"N3";"GE";"France";""
"Renaudineau";"Tom";"https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1";"France";0;0;0;1485;0;155;1982;6;0;0;"Talents";"";"https://www.transfermarkt.fr/tom-renaudineau/profil/spieler/1165768";"31 oct. 2004 (21)";"Milieu central / Milieu offensif";"";"";"1,87 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";14;32;0,44;3;2;"N2";"A";"France";2;35;0,06;0;0;"N2";"B";"France";0;0;0;0;0;"";"";"";22;26;0,85;3;0;"U19 NAT";"C";"France";""
"Choubani";"Sofiane";"https://img.a.transfermarkt.technology/portrait/header/129446-1669331140.jpg?lm=1";"Algérie";0;114;0;822;8887;322;2162;29;0;0;"Wissem Charmiti-EFA";"";"https://www.transfermarkt.fr/sofiane-choubani/profil/spieler/129446";"29 mars 1990 (36)";"Milieu offensif / Ailier droit";"USO Bezons";"";"1,79 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";0;32;0;0;0;"N2";"A";"France";10;26;0,38;1;1;"N3";"NA";"France";19;29;0,66;5;2;"N3";"PL";"France";20;26;0,77;10;0;"N3";"PL";"France";""
"Ndiaye";"Momar";"https://img.a.transfermarkt.technology/portrait/header/972117-1655927855.png?lm=1";"France";0;0;0;5656;5415;816;0;31;0;2;NA;"";"https://www.transfermarkt.fr/momar-ndiaye/profil/spieler/972117";"4 déc. 1993 (32)";" / ";"";"";"";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";26;32;0,81;4;0;"N2";"A";"France";29;35;0,83;1;2;"N2";"B";"France";14;26;0,54;1;0;"N2";"B";"France";20;26;0,77;7;2;"N3";"PL";"France";""
"Araújo";"Alexis";"https://img.a.transfermarkt.technology/portrait/header/277268-1656595415.jpg?lm=1";"France";3;1816;8087;10038;690;1397;281;45;1;1;NA;"";"https://www.transfermarkt.fr/alexis-araujo/profil/spieler/277268";"7 nov. 1996 (29)";"Ailier gauche / Ailier droit";"LOSC Lille";"";"1,59 m";"VFC La Roche";"https://tmssl.akamaized.net//images/wappen/normquad/3541.png?lm=1758808994";"France";22;32;0,69;9;3;"N2";"A";"France";28;35;0,8;2;4;"N2";"B";"France";21;26;0,81;1;4;"N2";"D";"France";25;29;0,86;2;9;"N2";"B";"France";""
